                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5400   6.1050   9.4572  0.21478E+04  0.22655E+04  0.54201E-01  0.22473E+04  0.22734E+04  0.53801E-01  0.22493E+04
   10.5400   5.8620   9.9130  0.17070E+04  0.18120E+04  0.48723E-01  0.17975E+04  0.18219E+04  0.48418E-01  0.18027E+04
   10.5400   5.6060  10.4122  0.13473E+04  0.14402E+04  0.43768E-01  0.14286E+04  0.14513E+04  0.43545E-01  0.14359E+04
   10.5400   5.3350  10.9627  0.10553E+04  0.11370E+04  0.39483E-01  0.11276E+04  0.11485E+04  0.39327E-01  0.11361E+04
   10.5400   5.0500  11.5743  0.81989E+03  0.89104E+03  0.35523E-01  0.88339E+03  0.90246E+03  0.35424E-01  0.89227E+03
   10.5400   4.7490  12.2601  0.63118E+03  0.69266E+03  0.32029E-01  0.68632E+03  0.70364E+03  0.31977E-01  0.69519E+03
   10.5400   4.4320  13.0374  0.48098E+03  0.53367E+03  0.28843E-01  0.52834E+03  0.54395E+03  0.28830E-01  0.53684E+03
   10.5400   4.0970  13.9298  0.36232E+03  0.40716E+03  0.26073E-01  0.40260E+03  0.41660E+03  0.26092E-01  0.41052E+03
   10.5400   3.7440  14.9709  0.26930E+03  0.30721E+03  0.23568E-01  0.30322E+03  0.31575E+03  0.23612E-01  0.31042E+03
   10.5400   3.3720  16.2097  0.19697E+03  0.22886E+03  0.21314E-01  0.22528E+03  0.23649E+03  0.21379E-01  0.23172E+03
   10.5400   2.9790  17.7223  0.14124E+03  0.16799E+03  0.19389E-01  0.16469E+03  0.17478E+03  0.19471E-01  0.17037E+03
   10.5400   2.5650  19.6333  0.98674E+02  0.12114E+03  0.17677E-01  0.11798E+03  0.12715E+03  0.17774E-01  0.12293E+03
   10.5400   2.1280  22.1665  0.66484E+02  0.85498E+02  0.16254E-01  0.82339E+02  0.90863E+02  0.16364E-01  0.86641E+02
   10.5400   1.6670  25.7759  0.42376E+02  0.58765E+02  0.15169E-01  0.55421E+02  0.63635E+02  0.15290E-01  0.59163E+02
   10.5400   1.1810  31.5836  0.24491E+02  0.39024E+02  0.14584E-01  0.35236E+02  0.43565E+02  0.14722E-01  0.38493E+02
   10.5400   0.6690  43.6149  0.11336E+02  0.24351E+02  0.15917E-01  0.19759E+02  0.28623E+02  0.16109E-01  0.22450E+02
   10.5400   0.1280 121.4180  0.17420E+01  0.75353E+01  0.18796E+00  0.44884E+01  0.10315E+02  0.33397E+00  0.55637E+01
   10.5400   8.1670   6.2604  0.18425E+05  0.18375E+05  0.69440E-01  0.18129E+05  0.18111E+05  0.67999E-01  0.17792E+05
   10.5400   8.0370   6.4815  0.15299E+05  0.15300E+05  0.61653E-01  0.15109E+05  0.15094E+05  0.60443E-01  0.14845E+05
   10.5400   7.8990   6.7145  0.12672E+05  0.12710E+05  0.55032E-01  0.12561E+05  0.12550E+05  0.54014E-01  0.12357E+05
   10.5400   7.7540   6.9602  0.10474E+05  0.10537E+05  0.49075E-01  0.10422E+05  0.10415E+05  0.48223E-01  0.10265E+05
   10.5400   7.6010   7.2200  0.86365E+04  0.87156E+04  0.43820E-01  0.86266E+04  0.86236E+04  0.43109E-01  0.85074E+04
   10.5400   7.4400   7.4952  0.71037E+04  0.71920E+04  0.39112E-01  0.71232E+04  0.71237E+04  0.38521E-01  0.70336E+04
   10.5400   7.2700   7.7876  0.58259E+04  0.59185E+04  0.34958E-01  0.58652E+04  0.58688E+04  0.34470E-01  0.57990E+04
   10.5400   7.0910   8.0989  0.47632E+04  0.48563E+04  0.31239E-01  0.48151E+04  0.48211E+04  0.30838E-01  0.47670E+04
   10.5400   6.9020   8.4314  0.38801E+04  0.39715E+04  0.27965E-01  0.39395E+04  0.39477E+04  0.27639E-01  0.39057E+04
   10.5400   6.7020   8.7877  0.31473E+04  0.32355E+04  0.25122E-01  0.32107E+04  0.32206E+04  0.24857E-01  0.31879E+04
   10.5400   6.4920   9.1709  0.25412E+04  0.26246E+04  0.22496E-01  0.26053E+04  0.26164E+04  0.22284E-01  0.25908E+04
