 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5400   5.3350  10.9627   0.2101   2.0523  0.10553E+04  0.10551E+04  0.19849E+00  0.11485E+04  0.39327E-01  0.12421E+02  0.11361E+04  0.10007E+01
   10.5400   5.0500  11.5743   0.2101   2.1647  0.81989E+03  0.81975E+03  0.13421E+00  0.90246E+03  0.35424E-01  0.10155E+02  0.89227E+03  0.10007E+01
   10.5400   4.7490  12.2601   0.2101   2.2831  0.63118E+03  0.63109E+03  0.89850E-01  0.70364E+03  0.31977E-01  0.84122E+01  0.69519E+03  0.10008E+01
   10.5400   4.4320  13.0374   0.2101   2.4083  0.48098E+03  0.48092E+03  0.59473E-01  0.54395E+03  0.28830E-01  0.70756E+01  0.53684E+03  0.10008E+01
   10.5400   4.0970  13.9298   0.2101   2.5399  0.36232E+03  0.36228E+03  0.38893E-01  0.41660E+03  0.26092E-01  0.60586E+01  0.41052E+03  0.10009E+01
   10.5400   3.7440  14.9709   0.2101   2.6789  0.26930E+03  0.26927E+03  0.25069E-01  0.31575E+03  0.23612E-01  0.53009E+01  0.31042E+03  0.10010E+01
   10.5400   3.3720  16.2097   0.2101   2.8258  0.19697E+03  0.19696E+03  0.15883E-01  0.23649E+03  0.21379E-01  0.47535E+01  0.23172E+03  0.10011E+01
   10.5400   2.9790  17.7223   0.2100   2.9802  0.14124E+03  0.14123E+03  0.98588E-02  0.17478E+03  0.19471E-01  0.43866E+01  0.17037E+03  0.10012E+01
   10.5400   2.5650  19.6333   0.2100   3.1435  0.98674E+02  0.98668E+02  0.59524E-02  0.12715E+03  0.17774E-01  0.41984E+01  0.12293E+03  0.10015E+01
   10.5400   2.1280  22.1665   0.2100   3.3154  0.66484E+02  0.66481E+02  0.34615E-02  0.90863E+02  0.16364E-01  0.42052E+01  0.86641E+02  0.10018E+01
   10.5400   1.6670  25.7759   0.2100   3.4964  0.42376E+02  0.42374E+02  0.19010E-02  0.63635E+02  0.15290E-01  0.44561E+01  0.59163E+02  0.10023E+01
   10.5400   1.1810  31.5836   0.2100   3.6876  0.24491E+02  0.24490E+02  0.94403E-03  0.43565E+02  0.14722E-01  0.50576E+01  0.38493E+02  0.10033E+01
   10.5400   0.6690  43.6149   0.2101   3.8924  0.11336E+02  0.11336E+02  0.37337E-03  0.28623E+02  0.16109E-01  0.61572E+01  0.22450E+02  0.10060E+01
   10.5400   0.1280 121.4180   0.2101   4.1048  0.17420E+01  0.17420E+01  0.48956E-04  0.10315E+02  0.33397E+00  0.44175E+01  0.55637E+01  0.10344E+01
   10.5400   8.1670   6.2604   0.2306   1.0267  0.18425E+05  0.18410E+05  0.15057E+02  0.18111E+05  0.67999E-01  0.31884E+03  0.17792E+05  0.10004E+01
   10.5400   8.0370   6.4815   0.2305   1.0829  0.15299E+05  0.15288E+05  0.11496E+02  0.15094E+05  0.60443E-01  0.24833E+03  0.14845E+05  0.10004E+01
   10.5400   7.8990   6.7145   0.2304   1.1421  0.12672E+05  0.12663E+05  0.87106E+01  0.12550E+05  0.54014E-01  0.19301E+03  0.12357E+05  0.10004E+01
   10.5400   7.7540   6.9602   0.2304   1.2046  0.10474E+05  0.10467E+05  0.65428E+01  0.10415E+05  0.48223E-01  0.14986E+03  0.10265E+05  0.10005E+01
   10.5400   7.6010   7.2200   0.2304   1.2705  0.86365E+04  0.86316E+04  0.48751E+01  0.86236E+04  0.43109E-01  0.11621E+03  0.85074E+04  0.10005E+01
   10.5400   7.4400   7.4952   0.2304   1.3400  0.71037E+04  0.71001E+04  0.36030E+01  0.71237E+04  0.38521E-01  0.90030E+02  0.70336E+04  0.10005E+01
   10.5400   7.2700   7.7876   0.2303   1.4134  0.58259E+04  0.58232E+04  0.26421E+01  0.58688E+04  0.34470E-01  0.69743E+02  0.57990E+04  0.10006E+01
