 ***Ebeam    Eprime  Theta     x        Q2      Sig_Born     Sig_Born_In  Sig_Born_QE  Sig_Rad      Sig_Rad_EL   Sig_Rad_QE   Sig_Rad_DIS  C_cor
   10.5400   6.5620   7.7718   0.1702   1.2706  0.25100E+05  0.25089E+05  0.11879E+02  0.26992E+05  0.15605E+01  0.38999E+03  0.26601E+05  0.10007E+01
   10.5400   6.3440   8.1183   0.1702   1.3402  0.20152E+05  0.20144E+05  0.83943E+01  0.21862E+05  0.14220E+01  0.30946E+03  0.21551E+05  0.10007E+01
   10.5400   6.1140   8.4936   0.1702   1.4135  0.16080E+05  0.16074E+05  0.58902E+01  0.17614E+05  0.12964E+01  0.24675E+03  0.17366E+05  0.10008E+01
   10.5400   5.8710   8.9022   0.1702   1.4908  0.12744E+05  0.12740E+05  0.41021E+01  0.14112E+05  0.11835E+01  0.19788E+03  0.13913E+05  0.10009E+01
   10.5400   5.6150   9.3496   0.1701   1.5724  0.10026E+05  0.10023E+05  0.28347E+01  0.11231E+05  0.10797E+01  0.15978E+03  0.11070E+05  0.10009E+01
   10.5400   5.3450   9.8427   0.1701   1.6585  0.78248E+04  0.78228E+04  0.19427E+01  0.88807E+04  0.98532E+00  0.13015E+03  0.87495E+04  0.10010E+01
   10.5400   5.0600  10.3904   0.1701   1.7491  0.60525E+04  0.60511E+04  0.13195E+01  0.69706E+04  0.90004E+00  0.10699E+03  0.68627E+04  0.10011E+01
   10.5400   4.7600  11.0043   0.1701   1.8450  0.46357E+04  0.46349E+04  0.88753E+00  0.54278E+04  0.82094E+00  0.88904E+02  0.53381E+04  0.10012E+01
   10.5400   4.4430  11.6997   0.1701   1.9459  0.35113E+04  0.35108E+04  0.59056E+00  0.41901E+04  0.75053E+00  0.74926E+02  0.41144E+04  0.10013E+01
   10.5400   4.1090  12.4976   0.1701   2.0524  0.26264E+04  0.26260E+04  0.38822E+00  0.32040E+04  0.68601E+00  0.64059E+02  0.31392E+04  0.10014E+01
   10.5400   3.7570  13.4276   0.1701   2.1649  0.19359E+04  0.19356E+04  0.25164E+00  0.24243E+04  0.62716E+00  0.55757E+02  0.23679E+04  0.10015E+01
