                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5400   4.3100  17.7556  0.43791E+02  0.44661E+02  0.11014E-03  0.44489E+02  0.44553E+02  0.11012E-03  0.44346E+02
   10.5400   3.9690  19.0143  0.33165E+02  0.34114E+02  0.10024E-03  0.33968E+02  0.34085E+02  0.10029E-03  0.33910E+02
   10.5400   3.6080  20.4941  0.24803E+02  0.25768E+02  0.91701E-04  0.25640E+02  0.25794E+02  0.91807E-04  0.25640E+02
   10.5400   3.2290  22.2724  0.18228E+02  0.19161E+02  0.83951E-04  0.19045E+02  0.19222E+02  0.84103E-04  0.19082E+02
   10.5400   2.8280  24.4720  0.13123E+02  0.14000E+02  0.77483E-04  0.13889E+02  0.14083E+02  0.77675E-04  0.13949E+02
   10.5400   2.4060  27.3014  0.91700E+01  0.99831E+01  0.72004E-04  0.98685E+01  0.10079E+02  0.72232E-04  0.99416E+01
   10.5400   1.9600  31.1519  0.61454E+01  0.68993E+01  0.68122E-04  0.67704E+01  0.70039E+01  0.68387E-04  0.68493E+01
   10.5400   1.4900  36.8762  0.38439E+01  0.45629E+01  0.66511E-04  0.44003E+01  0.46763E+01  0.66823E-04  0.44811E+01
   10.5400   0.9940  46.8597  0.21127E+01  0.28679E+01  0.71565E-04  0.26307E+01  0.29999E+01  0.71982E-04  0.27151E+01
   10.5400   0.4720  72.7435  0.81898E+00  0.17753E+01  0.28867E-03  0.13478E+01  0.19448E+01  0.36710E-03  0.14335E+01
   10.5400   9.1440   5.9163  0.12187E+05  0.11202E+05  0.19070E-02  0.10924E+05  0.10960E+05  0.18731E-02  0.10640E+05
   10.5400   9.0670   6.1019  0.10316E+05  0.94794E+04  0.16615E-02  0.92670E+04  0.92745E+04  0.16329E-02  0.90290E+04
   10.5400   8.9860   6.2951  0.87071E+04  0.80035E+04  0.14525E-02  0.78417E+04  0.78314E+04  0.14285E-02  0.76438E+04
   10.5400   8.9000   6.4962  0.73184E+04  0.67356E+04  0.12765E-02  0.66127E+04  0.65924E+04  0.12562E-02  0.64496E+04
   10.5400   8.8100   6.7059  0.61272E+04  0.56491E+04  0.11237E-02  0.55558E+04  0.55309E+04  0.11065E-02  0.54223E+04
   10.5400   8.7150   6.9247  0.51094E+04  0.47217E+04  0.99234E-03  0.46508E+04  0.46249E+04  0.97776E-03  0.45422E+04
   10.5400   8.6150   7.1533  0.42432E+04  0.39320E+04  0.87837E-03  0.38782E+04  0.38533E+04  0.86601E-03  0.37905E+04
   10.5400   8.5090   7.3923  0.35136E+04  0.32656E+04  0.78021E-03  0.32249E+04  0.32020E+04  0.76972E-03  0.31544E+04
   10.5400   8.3970   7.6425  0.29016E+04  0.27051E+04  0.69485E-03  0.26744E+04  0.26540E+04  0.68595E-03  0.26180E+04
   10.5400   8.2800   7.9048  0.23906E+04  0.22353E+04  0.61885E-03  0.22122E+04  0.21943E+04  0.61130E-03  0.21672E+04
   10.5400   8.1560   8.1803  0.19660E+04  0.18438E+04  0.55259E-03  0.18265E+04  0.18110E+04  0.54620E-03  0.17906E+04
   10.5400   8.0250   8.4699  0.16137E+04  0.15180E+04  0.49442E-03  0.15050E+04  0.14919E+04  0.48901E-03  0.14766E+04
   10.5400   7.8870   8.7750  0.13223E+04  0.12476E+04  0.44284E-03  0.12379E+04  0.12268E+04  0.43827E-03  0.12154E+04
   10.5400   7.7410   9.0970  0.10818E+04  0.10238E+04  0.39738E-03  0.10165E+04  0.10073E+04  0.39353E-03  0.99876E+03
   10.5400   7.5870   9.4375  0.88347E+03  0.83867E+03  0.35696E-03  0.83326E+03  0.82565E+03  0.35372E-03  0.81926E+03
   10.5400   7.4250   9.7983  0.72021E+03  0.68578E+03  0.32084E-03  0.68175E+03  0.67553E+03  0.31813E-03  0.67076E+03
   10.5400   7.2540  10.1817  0.58602E+03  0.55975E+03  0.28863E-03  0.55675E+03  0.55171E+03  0.28637E-03  0.54815E+03
   10.5400   7.0740  10.5901  0.47582E+03  0.45593E+03  0.25973E-03  0.45369E+03  0.44966E+03  0.25787E-03  0.44700E+03
   10.5400   6.8840  11.0265  0.38543E+03  0.37056E+03  0.23393E-03  0.36888E+03  0.36569E+03  0.23240E-03  0.36370E+03
   10.5400   6.6840  11.4944  0.31130E+03  0.30033E+03  0.21069E-03  0.29908E+03  0.29658E+03  0.20945E-03  0.29509E+03
   10.5400   6.4720  11.9979  0.25070E+03  0.24279E+03  0.19013E-03  0.24185E+03  0.23992E+03  0.18912E-03  0.23880E+03
   10.5400   6.2490  12.5419  0.20111E+03  0.19555E+03  0.17153E-03  0.19484E+03  0.19339E+03  0.17074E-03  0.19254E+03
   10.5400   6.0140  13.1326  0.16061E+03  0.15685E+03  0.15478E-03  0.15631E+03  0.15524E+03  0.15416E-03  0.15460E+03
   10.5400   5.7660  13.7774  0.12763E+03  0.12523E+03  0.13976E-03  0.12482E+03  0.12405E+03  0.13929E-03  0.12356E+03
   10.5400   5.5040  14.4856  0.10087E+03  0.99483E+02  0.12634E-03  0.99165E+02  0.98641E+02  0.12599E-03  0.98259E+02
   10.5400   5.2280  15.2689  0.79196E+02  0.78550E+02  0.11422E-03  0.78301E+02  0.77964E+02  0.11398E-03  0.77666E+02
   10.5400   4.9370  16.1426  0.61730E+02  0.61600E+02  0.10333E-03  0.61403E+02  0.61209E+02  0.10318E-03  0.60973E+02
   10.5400   4.6300  17.1265  0.47725E+02  0.47945E+02  0.93571E-04  0.47787E+02  0.47699E+02  0.93495E-04  0.47509E+02
   10.5400   4.3060  18.2476  0.36554E+02  0.36997E+02  0.84869E-04  0.36866E+02  0.36857E+02  0.84855E-04  0.36700E+02
   10.5400   3.9640  19.5432  0.27693E+02  0.28264E+02  0.77151E-04  0.28154E+02  0.28201E+02  0.77188E-04  0.28068E+02
   10.5400   3.6040  21.0669  0.20691E+02  0.21322E+02  0.70214E-04  0.21226E+02  0.21312E+02  0.70294E-04  0.21196E+02
   10.5400   3.2240  22.8988  0.15206E+02  0.15851E+02  0.64162E-04  0.15764E+02  0.15877E+02  0.64277E-04  0.15772E+02
   10.5400   2.8230  25.1659  0.10938E+02  0.11568E+02  0.58972E-04  0.11484E+02  0.11618E+02  0.59118E-04  0.11517E+02
   10.5400   2.4000  28.0846  0.76399E+01  0.82397E+01  0.54679E-04  0.81531E+01  0.83046E+01  0.54853E-04  0.82008E+01
   10.5400   1.9550  32.0617  0.51043E+01  0.56696E+01  0.51274E-04  0.55719E+01  0.57443E+01  0.51474E-04  0.56271E+01
   10.5400   1.4840  37.9865  0.31878E+01  0.37381E+01  0.49871E-04  0.36117E+01  0.38225E+01  0.50106E-04  0.36709E+01
   10.5400   0.9880  48.3632  0.17439E+01  0.23332E+01  0.52987E-04  0.21438E+01  0.24342E+01  0.53297E-04  0.22072E+01
   10.5400   0.4650  75.6515  0.67099E+00  0.14619E+01  0.19713E-03  0.11008E+01  0.15945E+01  0.24661E-03  0.11650E+01
   10.5400   9.2120   5.8943  0.12194E+05  0.11160E+05  0.16791E-02  0.10828E+05  0.10910E+05  0.16482E-02  0.10533E+05
   10.5400   9.1390   6.0777  0.10323E+05  0.94388E+04  0.14697E-02  0.91867E+04  0.92264E+04  0.14435E-02  0.89387E+04
   10.5400   9.0620   6.2685  0.87247E+04  0.79741E+04  0.12905E-02  0.77831E+04  0.77947E+04  0.12683E-02  0.75758E+04
   10.5400   8.9810   6.4671  0.73550E+04  0.67236E+04  0.11361E-02  0.65791E+04  0.65729E+04  0.11173E-02  0.64068E+04
   10.5400   8.8950   6.6739  0.61783E+04  0.56538E+04  0.10037E-02  0.55448E+04  0.55283E+04  0.98776E-03  0.54026E+04
   10.5400   8.8040   6.8894  0.51743E+04  0.47425E+04  0.88939E-03  0.46604E+04  0.46387E+04  0.87578E-03  0.45438E+04
   10.5400   8.7090   7.1144  0.43101E+04  0.39592E+04  0.78837E-03  0.38975E+04  0.38741E+04  0.77680E-03  0.38026E+04
   10.5400   8.6080   7.3494  0.35797E+04  0.32967E+04  0.70093E-03  0.32504E+04  0.32274E+04  0.69108E-03  0.31737E+04
   10.5400   8.5020   7.5951  0.29612E+04  0.27349E+04  0.62375E-03  0.27003E+04  0.26789E+04  0.61538E-03  0.26385E+04
   10.5400   8.3900   7.8525  0.24426E+04  0.22627E+04  0.55593E-03  0.22369E+04  0.22176E+04  0.54882E-03  0.21874E+04
   10.5400   8.2720   8.1223  0.20089E+04  0.18669E+04  0.49604E-03  0.18476E+04  0.18307E+04  0.49001E-03  0.18082E+04
   10.5400   8.1480   8.4056  0.16490E+04  0.15371E+04  0.44281E-03  0.15228E+04  0.15082E+04  0.43769E-03  0.14914E+04
   10.5400   8.0160   8.7036  0.13516E+04  0.12638E+04  0.39631E-03  0.12531E+04  0.12408E+04  0.39198E-03  0.12282E+04
   10.5400   7.8780   9.0174  0.11057E+04  0.10370E+04  0.35444E-03  0.10291E+04  0.10187E+04  0.35079E-03  0.10093E+04
   10.5400   7.7320   9.3487  0.90296E+03  0.84945E+03  0.31740E-03  0.84353E+03  0.83493E+03  0.31433E-03  0.82796E+03
   10.5400   7.5780   9.6991  0.73620E+03  0.69467E+03  0.28440E-03  0.69028E+03  0.68319E+03  0.28183E-03  0.67801E+03
   10.5400   7.4150  10.0705  0.59937E+03  0.56731E+03  0.25522E-03  0.56406E+03  0.55827E+03  0.25307E-03  0.55442E+03
   10.5400   7.2440  10.4652  0.48693E+03  0.46231E+03  0.22882E-03  0.45989E+03  0.45520E+03  0.22704E-03  0.45234E+03
   10.5400   7.0630  10.8857  0.39490E+03  0.37613E+03  0.20545E-03  0.37434E+03  0.37058E+03  0.20398E-03  0.36845E+03
   10.5400   6.8720  11.3352  0.31956E+03  0.30539E+03  0.18454E-03  0.30405E+03  0.30106E+03  0.18334E-03  0.29948E+03
   10.5400   6.6710  11.8171  0.25786E+03  0.24729E+03  0.16574E-03  0.24630E+03  0.24394E+03  0.16476E-03  0.24277E+03
   10.5400   6.4590  12.3359  0.20742E+03  0.19965E+03  0.14888E-03  0.19891E+03  0.19709E+03  0.14809E-03  0.19620E+03
   10.5400   6.2350  12.8966  0.16627E+03  0.16068E+03  0.13386E-03  0.16012E+03  0.15873E+03  0.13324E-03  0.15807E+03
   10.5400   5.9990  13.5056  0.13270E+03  0.12879E+03  0.12035E-03  0.12837E+03  0.12733E+03  0.11987E-03  0.12683E+03
   10.5400   5.7500  14.1707  0.10539E+03  0.10276E+03  0.10823E-03  0.10244E+03  0.10168E+03  0.10787E-03  0.10130E+03
   10.5400   5.4870  14.9014  0.83254E+02  0.81591E+02  0.97448E-04  0.81346E+02  0.80811E+02  0.97183E-04  0.80517E+02
   10.5400   5.2110  15.7102  0.65303E+02  0.64347E+02  0.87558E-04  0.64156E+02  0.63794E+02  0.87376E-04  0.63566E+02
   10.5400   4.9180  16.6127  0.50903E+02  0.50464E+02  0.78979E-04  0.50314E+02  0.50086E+02  0.78866E-04  0.49906E+02
   10.5400   4.6100  17.6299  0.39331E+02  0.39250E+02  0.71169E-04  0.39129E+02  0.39003E+02  0.71113E-04  0.38859E+02
   10.5400   4.2850  18.7899  0.30103E+02  0.30262E+02  0.64219E-04  0.30163E+02  0.30111E+02  0.64210E-04  0.29993E+02
   10.5400   3.9430  20.1318  0.22769E+02  0.23077E+02  0.57940E-04  0.22994E+02  0.22997E+02  0.57969E-04  0.22898E+02
   10.5400   3.5810  21.7120  0.17002E+02  0.17397E+02  0.52532E-04  0.17325E+02  0.17367E+02  0.52594E-04  0.17280E+02
   10.5400   3.2000  23.6152  0.12472E+02  0.12908E+02  0.47700E-04  0.12842E+02  0.12912E+02  0.47787E-04  0.12833E+02
   10.5400   2.7980  25.9760  0.89488E+01  0.93944E+01  0.43542E-04  0.93310E+01  0.94220E+01  0.43651E-04  0.93462E+01
   10.5400   2.3740  29.0248  0.62282E+01  0.66657E+01  0.40072E-04  0.66001E+01  0.67086E+01  0.40201E-04  0.66301E+01
   10.5400   1.9260  33.1990  0.41501E+01  0.45748E+01  0.37541E-04  0.44993E+01  0.46284E+01  0.37689E-04  0.45380E+01
   10.5400   1.4550  39.4668  0.25671E+01  0.29870E+01  0.36049E-04  0.28876E+01  0.30498E+01  0.36221E-04  0.29307E+01
   10.5400   0.9570  50.6219  0.13854E+01  0.18495E+01  0.38240E-04  0.16939E+01  0.19277E+01  0.38469E-04  0.17415E+01
   10.5400   0.4320  81.6115  0.50986E+00  0.11778E+01  0.16934E-03  0.86028E+00  0.12686E+01  0.21774E-03  0.89743E+00
   10.5400   9.2740   5.8745  0.12161E+05  0.11091E+05  0.15455E-02  0.10689E+05  0.10835E+05  0.15162E-02  0.10385E+05
   10.5400   9.2040   6.0561  0.10277E+05  0.93604E+04  0.13537E-02  0.90570E+04  0.91432E+04  0.13289E-02  0.88020E+04
   10.5400   9.1310   6.2447  0.86851E+04  0.79019E+04  0.11874E-02  0.76727E+04  0.77176E+04  0.11663E-02  0.74589E+04
   10.5400   9.0530   6.4410  0.73326E+04  0.66681E+04  0.10453E-02  0.64957E+04  0.65124E+04  0.10274E-02  0.63171E+04
   10.5400   8.9720   6.6452  0.61733E+04  0.56141E+04  0.92034E-03  0.54845E+04  0.54834E+04  0.90516E-03  0.53360E+04
   10.5400   8.8850   6.8579  0.51832E+04  0.47181E+04  0.81374E-03  0.46210E+04  0.46091E+04  0.80083E-03  0.44984E+04
   10.5400   8.7940   7.0797  0.43366E+04  0.39528E+04  0.71970E-03  0.38802E+04  0.38626E+04  0.70872E-03  0.37796E+04
   10.5400   8.6980   7.3111  0.36109E+04  0.32984E+04  0.63747E-03  0.32442E+04  0.32245E+04  0.62814E-03  0.31623E+04
   10.5400   8.5970   7.5529  0.29949E+04  0.27425E+04  0.56504E-03  0.27022E+04  0.26823E+04  0.55713E-03  0.26359E+04
   10.5400   8.4910   7.8059  0.24750E+04  0.22725E+04  0.50086E-03  0.22425E+04  0.22237E+04  0.49415E-03  0.21891E+04
   10.5400   8.3780   8.0707  0.20384E+04  0.18776E+04  0.44535E-03  0.18554E+04  0.18384E+04  0.43967E-03  0.18126E+04
   10.5400   8.2590   8.3485  0.16748E+04  0.15475E+04  0.39617E-03  0.15310E+04  0.15160E+04  0.39136E-03  0.14969E+04
   10.5400   8.1340   8.6402  0.13727E+04  0.12723E+04  0.35240E-03  0.12601E+04  0.12472E+04  0.34835E-03  0.12330E+04
   10.5400   8.0020   8.9471  0.11227E+04  0.10438E+04  0.31374E-03  0.10349E+04  0.10238E+04  0.31033E-03  0.10134E+04
   10.5400   7.8630   9.2704  0.91678E+03  0.85499E+03  0.27940E-03  0.84839E+03  0.83910E+03  0.27653E-03  0.83137E+03
   10.5400   7.7160   9.6117  0.74741E+03  0.69919E+03  0.24913E-03  0.69433E+03  0.68659E+03  0.24673E-03  0.68089E+03
   10.5400   7.5610   9.9728  0.60839E+03  0.57088E+03  0.22220E-03  0.56731E+03  0.56092E+03  0.22020E-03  0.55672E+03
   10.5400   7.3970  10.3556  0.49457E+03  0.46552E+03  0.19848E-03  0.46289E+03  0.45767E+03  0.19682E-03  0.45457E+03
   10.5400   7.2250  10.7626  0.40118E+03  0.37877E+03  0.17703E-03  0.37684E+03  0.37260E+03  0.17566E-03  0.37032E+03
   10.5400   7.0430  11.1963  0.32488E+03  0.30772E+03  0.15813E-03  0.30629E+03  0.30289E+03  0.15701E-03  0.30120E+03
   10.5400   6.8510  11.6600  0.26254E+03  0.24950E+03  0.14131E-03  0.24845E+03  0.24574E+03  0.14039E-03  0.24449E+03
   10.5400   6.6490  12.1575  0.21157E+03  0.20175E+03  0.12618E-03  0.20097E+03  0.19884E+03  0.12544E-03  0.19791E+03
   10.5400   6.4360  12.6932  0.16997E+03  0.16268E+03  0.11268E-03  0.16210E+03  0.16043E+03  0.11209E-03  0.15974E+03
   10.5400   6.2110  13.2726  0.13608E+03  0.13075E+03  0.10070E-03  0.13032E+03  0.12904E+03  0.10024E-03  0.12853E+03
   10.5400   5.9730  13.9022  0.10853E+03  0.10473E+03  0.90147E-04  0.10441E+03  0.10344E+03  0.89792E-04  0.10305E+03
   10.5400   5.7230  14.5901  0.86098E+02  0.83464E+02  0.80558E-04  0.83217E+02  0.82506E+02  0.80292E-04  0.82212E+02
   10.5400   5.4590  15.3466  0.67930E+02  0.66182E+02  0.72047E-04  0.65993E+02  0.65482E+02  0.71855E-04  0.65256E+02
   10.5400   5.1800  16.1846  0.53273E+02  0.52185E+02  0.64531E-04  0.52039E+02  0.51684E+02  0.64401E-04  0.51510E+02
   10.5400   4.8870  17.1206  0.41447E+02  0.40840E+02  0.57674E-04  0.40726E+02  0.40492E+02  0.57595E-04  0.40355E+02
   10.5400   4.5770  18.1769  0.31992E+02  0.31732E+02  0.51682E-04  0.31640E+02  0.31498E+02  0.51644E-04  0.31389E+02
   10.5400   4.2500  19.3833  0.24455E+02  0.24433E+02  0.46362E-04  0.24358E+02  0.24285E+02  0.46358E-04  0.24196E+02
   10.5400   3.9050  20.7814  0.18479E+02  0.18615E+02  0.41664E-04  0.18552E+02  0.18530E+02  0.41688E-04  0.18455E+02
   10.5400   3.5420  22.4314  0.13758E+02  0.13991E+02  0.37435E-04  0.13937E+02  0.13952E+02  0.37481E-04  0.13886E+02
   10.5400   3.1580  24.4245  0.10073E+02  0.10361E+02  0.33847E-04  0.10311E+02  0.10353E+02  0.33912E-04  0.10293E+02
   10.5400   2.7540  26.9064  0.71992E+01  0.75118E+01  0.30664E-04  0.74637E+01  0.75255E+01  0.30743E-04  0.74680E+01
   10.5400   2.3270  30.1291  0.49895E+01  0.53083E+01  0.28105E-04  0.52579E+01  0.53365E+01  0.28197E-04  0.52762E+01
   10.5400   1.8770  34.5780  0.32988E+01  0.36168E+01  0.26129E-04  0.35578E+01  0.36553E+01  0.26234E-04  0.35847E+01
   10.5400   1.4030  41.3516  0.20176E+01  0.23410E+01  0.25028E-04  0.22604E+01  0.23885E+01  0.25151E-04  0.22921E+01
   10.5400   0.9020  53.7595  0.10639E+01  0.14383E+01  0.26872E-04  0.13051E+01  0.15007E+01  0.27040E-04  0.13414E+01
   10.5400   0.3750  92.2305  0.35644E+00  0.93902E+00  0.19029E-03  0.64550E+00  0.12455E+01  0.24148E-03  0.82539E+00
   10.5400   9.3310   5.8566  0.12121E+05  0.11020E+05  0.14320E-02  0.10529E+05  0.10760E+05  0.14040E-02  0.10218E+05
   10.5400   9.2640   6.0365  0.10217E+05  0.92731E+04  0.12500E-02  0.89033E+04  0.90520E+04  0.12264E-02  0.86425E+04
   10.5400   9.1940   6.2233  0.86124E+04  0.78066E+04  0.10921E-02  0.75283E+04  0.76192E+04  0.10721E-02  0.73099E+04
   10.5400   9.1200   6.4174  0.72654E+04  0.65783E+04  0.95624E-03  0.63696E+04  0.64196E+04  0.93934E-03  0.61867E+04
   10.5400   9.0420   6.6194  0.61197E+04  0.55381E+04  0.83834E-03  0.53819E+04  0.54043E+04  0.82404E-03  0.52293E+04
   10.5400   8.9590   6.8295  0.51477E+04  0.46591E+04  0.73728E-03  0.45427E+04  0.45470E+04  0.72517E-03  0.44160E+04
   10.5400   8.8720   7.0485  0.43178E+04  0.39104E+04  0.64841E-03  0.38237E+04  0.38169E+04  0.63816E-03  0.37190E+04
   10.5400   8.7810   7.2768  0.36061E+04  0.32701E+04  0.57002E-03  0.32056E+04  0.31927E+04  0.56136E-03  0.31197E+04
   10.5400   8.6840   7.5151  0.30016E+04  0.27271E+04  0.50266E-03  0.26793E+04  0.26636E+04  0.49535E-03  0.26093E+04
   10.5400   8.5820   7.7641  0.24869E+04  0.22650E+04  0.44340E-03  0.22297E+04  0.22133E+04  0.43722E-03  0.21730E+04
   10.5400   8.4740   8.0246  0.20525E+04  0.18749E+04  0.39181E-03  0.18488E+04  0.18331E+04  0.38659E-03  0.18032E+04
   10.5400   8.3610   8.2975  0.16885E+04  0.15469E+04  0.34580E-03  0.15277E+04  0.15132E+04  0.34141E-03  0.14912E+04
   10.5400   8.2410   8.5837  0.13850E+04  0.12729E+04  0.30596E-03  0.12588E+04  0.12460E+04  0.30227E-03  0.12297E+04
   10.5400   8.1150   8.8844  0.11331E+04  0.10447E+04  0.27053E-03  0.10344E+04  0.10232E+04  0.26743E-03  0.10112E+04
   10.5400   7.9820   9.2007  0.92538E+03  0.85583E+03  0.23942E-03  0.84826E+03  0.83869E+03  0.23684E-03  0.82991E+03
   10.5400   7.8420   9.5341  0.75423E+03  0.69969E+03  0.21186E-03  0.69415E+03  0.68608E+03  0.20970E-03  0.67964E+03
   10.5400   7.6930   9.8862  0.61400E+03  0.57142E+03  0.18812E-03  0.56737E+03  0.56064E+03  0.18633E-03  0.55592E+03
   10.5400   7.5370  10.2588  0.49880E+03  0.46564E+03  0.16670E-03  0.46269E+03  0.45712E+03  0.16522E-03  0.45367E+03
   10.5400   7.3730  10.6539  0.40457E+03  0.37882E+03  0.14761E-03  0.37666E+03  0.37210E+03  0.14639E-03  0.36957E+03
   10.5400   7.1990  11.0742  0.32766E+03  0.30778E+03  0.13102E-03  0.30620E+03  0.30250E+03  0.13002E-03  0.30064E+03
   10.5400   7.0160  11.5223  0.26487E+03  0.24958E+03  0.11622E-03  0.24843E+03  0.24544E+03  0.11540E-03  0.24409E+03
   10.5400   6.8220  12.0016  0.21377E+03  0.20210E+03  0.10335E-03  0.20126E+03  0.19888E+03  0.10268E-03  0.19788E+03
   10.5400   6.6180  12.5160  0.17207E+03  0.16323E+03  0.91806E-04  0.16261E+03  0.16073E+03  0.91276E-04  0.16000E+03
   10.5400   6.4030  13.0704  0.13806E+03  0.13145E+03  0.81530E-04  0.13099E+03  0.12952E+03  0.81111E-04  0.12898E+03
   10.5400   6.1760  13.6703  0.11041E+03  0.10553E+03  0.72467E-04  0.10519E+03  0.10406E+03  0.72141E-04  0.10366E+03
   10.5400   5.9370  14.3228  0.87904E+02  0.84376E+02  0.64354E-04  0.84122E+02  0.83262E+02  0.64105E-04  0.82961E+02
   10.5400   5.6850  15.0365  0.69642E+02  0.67150E+02  0.57142E-04  0.66959E+02  0.66319E+02  0.56958E-04  0.66091E+02
   10.5400   5.4190  15.8220  0.54876E+02  0.53174E+02  0.50778E-04  0.53029E+02  0.52563E+02  0.50647E-04  0.52390E+02
   10.5400   5.1380  16.6932  0.42972E+02  0.41866E+02  0.45184E-04  0.41755E+02  0.41426E+02  0.45097E-04  0.41293E+02
   10.5400   4.8420  17.6677  0.33396E+02  0.32730E+02  0.40189E-04  0.32643E+02  0.32420E+02  0.40137E-04  0.32316E+02
   10.5400   4.5300  18.7694  0.25726E+02  0.25377E+02  0.35740E-04  0.25308E+02  0.25166E+02  0.35716E-04  0.25084E+02
   10.5400   4.2000  20.0300  0.19635E+02  0.19511E+02  0.31901E-04  0.19454E+02  0.19374E+02  0.31901E-04  0.19307E+02
   10.5400   3.8530  21.4948  0.14793E+02  0.14821E+02  0.28421E-04  0.14774E+02  0.14739E+02  0.28440E-04  0.14683E+02
   10.5400   3.4870  23.2290  0.10982E+02  0.11108E+02  0.25367E-04  0.11067E+02  0.11066E+02  0.25401E-04  0.11017E+02
   10.5400   3.1000  25.3323  0.80104E+01  0.81967E+01  0.22790E-04  0.81590E+01  0.81826E+01  0.22836E-04  0.81376E+01
   10.5400   2.6930  27.9659  0.56957E+01  0.59133E+01  0.20488E-04  0.58767E+01  0.59186E+01  0.20543E-04  0.58748E+01
   10.5400   2.2630  31.4127  0.39187E+01  0.41505E+01  0.18629E-04  0.41116E+01  0.41689E+01  0.18692E-04  0.41224E+01
   10.5400   1.8090  36.2278  0.25666E+01  0.28049E+01  0.17273E-04  0.27581E+01  0.28327E+01  0.17345E-04  0.27769E+01
   10.5400   1.3310  43.7112  0.15440E+01  0.17948E+01  0.16555E-04  0.17279E+01  0.18312E+01  0.16639E-04  0.17512E+01
   10.5400   0.8270  58.0430  0.78217E+00  0.10887E+01  0.18014E-04  0.97083E+00  0.11390E+01  0.18135E-04  0.99832E+00
   10.5400   0.2950 113.1380  0.22393E+00  0.75668E+00  0.24434E-03  0.46754E+00  0.89037E+00  0.34516E-03  0.52912E+00
   10.5400   9.3820   5.8404  0.12111E+05  0.10976E+05  0.13159E-02  0.10376E+05  0.10710E+05  0.12895E-02  0.10058E+05
   10.5400   9.3190   6.0188  0.10152E+05  0.91861E+04  0.11386E-02  0.87328E+04  0.89616E+04  0.11164E-02  0.84674E+04
   10.5400   9.2510   6.2039  0.85387E+04  0.77136E+04  0.99064E-03  0.73745E+04  0.75237E+04  0.97200E-03  0.71524E+04
   10.5400   9.1810   6.3962  0.71790E+04  0.64763E+04  0.85955E-03  0.62218E+04  0.63158E+04  0.84390E-03  0.60361E+04
   10.5400   9.1060   6.5960  0.60431E+04  0.54460E+04  0.74902E-03  0.52563E+04  0.53105E+04  0.73585E-03  0.51011E+04
   10.5400   9.0270   6.8039  0.50822E+04  0.45775E+04  0.65332E-03  0.44363E+04  0.44634E+04  0.64224E-03  0.43071E+04
   10.5400   8.9440   7.0203  0.42660E+04  0.38424E+04  0.57001E-03  0.37375E+04  0.37468E+04  0.56070E-03  0.36302E+04
   10.5400   8.8560   7.2458  0.35711E+04  0.32187E+04  0.49842E-03  0.31411E+04  0.31392E+04  0.49059E-03  0.30526E+04
   10.5400   8.7630   7.4810  0.29799E+04  0.26894E+04  0.43646E-03  0.26322E+04  0.26237E+04  0.42987E-03  0.25596E+04
   10.5400   8.6660   7.7265  0.24757E+04  0.22384E+04  0.38145E-03  0.21962E+04  0.21845E+04  0.37593E-03  0.21370E+04
   10.5400   8.5630   7.9831  0.20495E+04  0.18573E+04  0.33426E-03  0.18263E+04  0.18134E+04  0.32963E-03  0.17784E+04
   10.5400   8.4540   8.2516  0.16897E+04  0.15355E+04  0.29343E-03  0.15128E+04  0.15000E+04  0.28955E-03  0.14743E+04
   10.5400   8.3390   8.5330  0.13883E+04  0.12655E+04  0.25789E-03  0.12488E+04  0.12369E+04  0.25464E-03  0.12180E+04
   10.5400   8.2190   8.8281  0.11366E+04  0.10392E+04  0.22588E-03  0.10271E+04  0.10163E+04  0.22317E-03  0.10025E+04
   10.5400   8.0910   9.1383  0.92863E+03  0.85182E+03  0.19878E-03  0.84299E+03  0.83356E+03  0.19652E-03  0.82345E+03
   10.5400   7.9570   9.4647  0.75687E+03  0.69645E+03  0.17458E-03  0.69002E+03  0.68192E+03  0.17271E-03  0.67454E+03
   10.5400   7.8150   9.8089  0.61580E+03  0.56845E+03  0.15368E-03  0.56379E+03  0.55693E+03  0.15213E-03  0.55155E+03
   10.5400   7.6650  10.1725  0.50023E+03  0.46325E+03  0.13545E-03  0.45987E+03  0.45413E+03  0.13417E-03  0.45022E+03
   10.5400   7.5080  10.5574  0.40557E+03  0.37673E+03  0.11906E-03  0.37427E+03  0.36952E+03  0.11801E-03  0.36668E+03
   10.5400   7.3410  10.9658  0.32850E+03  0.30611E+03  0.10510E-03  0.30433E+03  0.30044E+03  0.10424E-03  0.29837E+03
   10.5400   7.1660  11.4004  0.26549E+03  0.24817E+03  0.92517E-04  0.24688E+03  0.24371E+03  0.91817E-04  0.24220E+03
   10.5400   6.9810  11.8640  0.21426E+03  0.20092E+03  0.81570E-04  0.19998E+03  0.19742E+03  0.81004E-04  0.19633E+03
   10.5400   6.7860  12.3603  0.17254E+03  0.16232E+03  0.71905E-04  0.16163E+03  0.15959E+03  0.71451E-04  0.15879E+03
   10.5400   6.5800  12.8933  0.13863E+03  0.13087E+03  0.63466E-04  0.13037E+03  0.12876E+03  0.63106E-04  0.12817E+03
   10.5400   6.3620  13.4681  0.11112E+03  0.10528E+03  0.56149E-04  0.10492E+03  0.10365E+03  0.55866E-04  0.10322E+03
